ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Subfamily,Genus,ISO_codes,Samples_100,Samples_200
ice,Icelandic,,65,-17,icel1247,isl,Indo-European,,Germanic,isl,FALSE,FALSE
ics,Icelandic Sign Language,,65,-18,icel1236,icl,other,,Sign Languages,icl,FALSE,FALSE
idn,Iduna,,-9.333333333,150.25,idun1242,viv,Austronesian,Eastern Malayo-Polynesian,Oceanic,viv,FALSE,FALSE
ido,Idoma,,6.916666667,7.5,idom1241,idu,Niger-Congo,Benue-Congo,Idomoid,idu,FALSE,FALSE
idu,Idu,,29.33333333,95.83333333,idum1241,clk,Sino-Tibetan,Tibeto-Burman,Digaroan,clk,FALSE,FALSE
ifi,Italian (Fiorentino),,43.75,11.25,ital1282,ita,Indo-European,,Romance,ita,FALSE,FALSE
ifm,Ifumu,,-3.666666667,15.33333333,teke1274,ifm,Niger-Congo,Benue-Congo,Bantoid,ifm,FALSE,FALSE
ifu,Ifugao (Batad),,16.83333333,121.0833333,bata1298,ifb,Austronesian,,Northern Luzon,ifb,FALSE,FALSE
iga,Inga,,1,-77,inga1252,inb,Quechuan,,Quechuan,inb,FALSE,FALSE
igb,Igbo,,6,7.333333333,nucl1417,ibo,Niger-Congo,Benue-Congo,Igboid,ibo,FALSE,TRUE
ige,Igede,,7,8.166666667,iged1239,ige,Niger-Congo,Benue-Congo,Idomoid,ige,FALSE,FALSE
ign,Ignaciano,,-15.16666667,-65.41666667,igna1246,ign,Arawakan,,Bolivia-Parana,ign,FALSE,FALSE
igs,Ingessana,,11.5,34,gaam1241,tbi,Eastern Sudanic,,Eastern Jebel,tbi,FALSE,FALSE
iha,Iha,,-2.916666667,132.25,ihaa1241,ihp,West Bomberai,,West Bomberai,ihp,FALSE,FALSE
iir,Indonesian (Papuan),,-2.5,140.6666667,papu1250,pmy,Austronesian,,Malayo-Sumbawan,pmy,FALSE,FALSE
ijo,Ijo (Kolokuma),,4.916666667,5.666666667,izon1238,ijc,Ijoid,,Ijoid,ijc,FALSE,FALSE
ik,Ik,,3.75,34.16666667,ikkk1242,ikx,Eastern Sudanic,,Kuliak,ikx,FALSE,FALSE
ika,Ika,,10.66666667,-73.75,arhu1242,arh,Chibchan,,Arhuacic,arh,FALSE,TRUE
ila,Ila,,-15.58333333,26.5,ilaa1246,ilb,Niger-Congo,Benue-Congo,Bantoid,ilb,FALSE,FALSE
ill,Illinois,,40,-90,miam1252,mia,Algic,,Algonquian,mia,FALSE,FALSE
ilo,Ilocano,,16,121,ilok1237,ilo,Austronesian,,Northern Luzon,ilo,FALSE,FALSE
imo,Imonda,,-3.333333333,141.1666667,imon1245,imn,Border,,Border,imn,TRUE,TRUE
ina,Inanwatan,,-2.083333333,132.0833333,suab1238,szp,South Bird's Head,,Inanwatan,szp,FALSE,FALSE
ind,Indonesian,,0,106,indo1316,ind,Austronesian,,Malayo-Sumbawan,ind,TRUE,TRUE
ing,Ingush,,43.16666667,45.08333333,ingu1240,inh,Nakh-Daghestanian,,Nakh,inh,FALSE,TRUE
inj,Indonesian (Jakarta),,-6.166666667,106.75,indo1316,ind,Austronesian,,Malayo-Sumbawan,ind,FALSE,FALSE
inn,Innamincka,,-27.75,140.75,yand1253,ynd,Pama-Nyungan,,Central Pama-Nyungan,ynd,FALSE,FALSE
inr,Inuktitut (Rankin Inlet),,63,-92,west2618,ikt,Eskimo-Aleut,,Eskimo,ikt,FALSE,FALSE
ins,Inuktitut (Salluit),,62,-76,east2534,ike,Eskimo-Aleut,,Eskimo,ike,FALSE,FALSE
inu,Iñupiaq,,67,-161,nort2943,esi,Eskimo-Aleut,,Eskimo,esi,FALSE,FALSE
ipi,Indo-Pakistani Sign Language (Indian dialects),,24,80,indi1237,ins,other,,Sign Languages,ins,FALSE,FALSE
ipk,Indo-Pakistani Sign Language (Karachi dialect),,28,68,paki1242,pks,other,,Sign Languages,pks,FALSE,FALSE
iql,Inuktitut (Quebec-Labrador),,62,-73,east2534,ike,Eskimo-Aleut,,Eskimo,ike,FALSE,FALSE
iqu,Iquito,,-3.25,-74,iqui1243,iqu,Zaparoan,,Zaparoan,iqu,FALSE,FALSE
ird,Irish (Donegal),,55,-8,iris1253,gle,Indo-European,,Celtic,gle,FALSE,FALSE
iri,Irish,,53,-8,iris1253,gle,Indo-European,,Celtic,gle,FALSE,TRUE
irm,Irish (Munster),,52.5,-9,iris1253,gle,Indo-European,,Celtic,gle,FALSE,FALSE
irq,Iraqw,,-4,35.5,iraq1241,irk,Afro-Asiatic,Cushitic,Southern Cushitic,irk,FALSE,TRUE
irr,Irarutu,,-3,133.5,irar1238,irh,Austronesian,Eastern Malayo-Polynesian,South Halmahera - West New Guinea,irh,FALSE,FALSE
irs,Irish Sign Language,,53.5,-7.5,iris1235,isg,other,,Sign Languages,isg,FALSE,FALSE
irx,Iranxe,,-13,-58,iran1263,irn,,,,irn,FALSE,FALSE
isa,I'saka,,-2.833333333,141.2833333,kris1246,ksi,Skou,,Krisa,ksi,FALSE,FALSE
ise,Isekiri,,5.666666667,5.5,isek1239,its,Niger-Congo,Benue-Congo,Defoid,its,FALSE,FALSE
ish,Ishkashmi,,37,72,sang1236,isk,Indo-European,,Iranian,isk,FALSE,FALSE
isi,Isirawa,,-1.833333333,138.5,isir1237,srl,Kwerba,,Kwerba,srl,FALSE,FALSE
isl,International Sign,,40,-170,inte1259,,other,,Sign Languages,,FALSE,FALSE
isn,Isnag,,18.25,121,isna1241,isd,Austronesian,,Northern Luzon,isd,FALSE,FALSE
iso,Isoko,,5.5,6.25,isok1239,iso,Niger-Congo,Benue-Congo,Edoid,iso,FALSE,FALSE
iss,Israeli Sign Language,,32,34.83333333,isra1236,isr,other,,Sign Languages,isr,FALSE,FALSE
ita,Italian,,43,12,ital1282,ita,Indo-European,,Romance,ita,FALSE,FALSE
itb,Italian (Bologna),,44.5,11.33333333,emil1241,egl,Indo-European,,Romance,egl,FALSE,FALSE
ite,Itelmen,,57,157.5,itel1242,itl,Chukotko-Kamchatkan,,Southern Chukotko-Kamchatkan,itl,FALSE,FALSE
itg,Italian (Genoa),,44.41666667,8.95,ligu1248,lij,Indo-European,,Romance,lij,FALSE,FALSE
itn,Italian (Napolitanian),,40.91666667,14.25,neap1235,nap,Indo-European,,Romance,nap,FALSE,FALSE
ito,Itonama,,-12.83333333,-64.33333333,iton1250,ito,,,,ito,FALSE,FALSE
itu,Italian (Turinese),,45,7.666666667,piem1238,pms,Indo-European,,Romance,pms,FALSE,FALSE
itw,Itawis,,17.75,121.5,itaw1240,itv,Austronesian,,Northern Luzon,itv,FALSE,FALSE
itz,Itzaj,,17,-89.83333333,itza1241,itz,Mayan,,Mayan,itz,FALSE,FALSE
iva,Ivatan,,20.5,122,ivat1242,ivv,Austronesian,,Batanic,ivv,FALSE,FALSE
iwa,Iwaidja,,-11.5,132.6666667,iwai1244,ibd,Iwaidjan,,Iwaidjan,ibd,FALSE,FALSE
iwm,Iwam,,-4.333333333,142,iwam1256,iwm,Sepik,,Upper Sepik,iwm,FALSE,FALSE
ixc,Ixcatec,,17.83333333,-97.16666667,ixca1245,ixc,Oto-Manguean,,Popolocan,ixc,FALSE,FALSE
ixi,Ixil,,15.5,-91,ixil1251,ixl,Mayan,,Mayan,ixl,FALSE,FALSE
izh,Izhor,,59,29,ingr1248,izh,Uralic,Finno-Ugric,Finnic,izh,FALSE,FALSE
izi,Izi,,6.333333333,8,izie1238,izz,Niger-Congo,Benue-Congo,Igboid,izz,FALSE,FALSE
jab,Jabêm,,-6.583333333,147.7833333,yabe1254,jae,Austronesian,Eastern Malayo-Polynesian,Oceanic,jae,FALSE,FALSE
jad,Jad,,30.83333333,79,tibe1272,bod,Sino-Tibetan,Tibeto-Burman,Bodic,bod,FALSE,FALSE
jah,Jahai,,5.75,101.5,jeha1242,jhi,Austro-Asiatic,Mon-Khmer,Aslian,jhi,FALSE,FALSE
jak,Jakaltek,,15.66666667,-91.66666667,,,Mayan,,Mayan,jac jai,TRUE,TRUE
jam,Jaminjung,,-15.08333333,130.5,djam1255,djd,Mirndi,,Jaminjungan,djd,FALSE,FALSE
jaq,Jaqaru,,-13,-76,jaqa1244,jqr,Aymaran,,Aymaran,jqr,FALSE,FALSE
jar,Jarawa (in Nigeria),,9.5,10.5,jara1263,jar,Niger-Congo,Benue-Congo,Bantoid,jar,FALSE,FALSE
jav,Javanese,,-7,111,java1254,jav,Austronesian,,Javanese,jav,FALSE,FALSE
jbt,Jabutí,,-12.25,-62.25,djeo1235,jbt,Macro-Ge,,Jabutí,jbt,FALSE,FALSE
jcr,Jamaican Creole,,18.16666667,-77.25,jama1262,jam,other,,Creoles and Pidgins,jam,FALSE,FALSE
jeb,Jebero,,-5.416666667,-76.5,jebe1250,jeb,Cahuapanan,,Cahuapanan,jeb,FALSE,FALSE
jeh,Jeh,,15.16666667,107.8333333,jehh1245,jeh,Austro-Asiatic,Mon-Khmer,Bahnaric,jeh,FALSE,FALSE
jel,Jeli,,9.5,-5.666666667,jeri1242,,Mande,,Western Mande,,FALSE,FALSE
jem,Jemez,,35.83333333,-107,jeme1245,tow,Kiowa-Tanoan,,Kiowa-Tanoan,tow,FALSE,FALSE
jia,Jiarong,,31.5,102,jiar1239,jya,Sino-Tibetan,Tibeto-Burman,rGyalrong,jya,FALSE,FALSE
jib,Jibbali,,17.5,55,sheh1240,shv,Afro-Asiatic,,Semitic,shv,FALSE,FALSE
jin,Jino,,22,101,jino1236,,Sino-Tibetan,Tibeto-Burman,Burmese-Lolo,jiu jiy,FALSE,FALSE
jiv,Jivaro,,-2.5,-78,shua1257,jiv,Jivaroan,,Jivaroan,jiv,FALSE,FALSE
jlu,Luwo,,8,28,luwo1239,lwo,Eastern Sudanic,,Nilotic,lwo,FALSE,FALSE
jmm,Jamamadi,,-7.5,-67,jama1261,jaa,Arauan,,Arauan,jaa,FALSE,FALSE
jmo,Jur Mödö,,6,30,jurm1239,bex,Central Sudanic,,Bongo-Bagirmi,bex,FALSE,FALSE
jms,Jamsay,,14.41666667,-2.5,jams1239,djm,Dogon,,Dogon,djm,FALSE,FALSE
jng,Jingpho,,25.41666667,97,kach1280,kac,Sino-Tibetan,Tibeto-Burman,Jingpho,kac,FALSE,FALSE
joh,Johari,,30.66666667,80,,,Sino-Tibetan,Tibeto-Burman,Bodic,,FALSE,FALSE
jom,Jomang,,10.58333333,30.5,talo1250,tlo,Kordofanian,,Talodi,tlo,FALSE,FALSE
jpn,Japanese,,37,140,nucl1643,jpn,,,,jpn,TRUE,TRUE
jpr,Japreria,,10.5,-73,japr1238,jru,Cariban,,Cariban,jru,FALSE,FALSE
jrn,Juruna,,-5,-54.5,juru1256,jur,Tupian,,Tupi-Guaraní,jur,FALSE,FALSE
jrw,Jarawa (in Andamans),,12,92.58333333,jara1245,anq,South Andamanese,,South Andamanese,anq,FALSE,FALSE
jug,Jugli,,27.5,96.33333333,tase1235,nst,Sino-Tibetan,Tibeto-Burman,Northern Naga,nst,FALSE,FALSE
juh,Ju|'hoan,,-19,21,juho1239,ktz,Kxa,,Ju-Kung,ktz,FALSE,TRUE
juk,Jukun,,6.916666667,10.41666667,juku1254,jbu,Niger-Congo,Benue-Congo,Platoid,jbu,FALSE,FALSE
jum,Júma,,-7.5,-64,juma1249,jua,Tupian,,Tupi-Guaraní,jua,FALSE,FALSE
jun,Juang,,21.33333333,86,juan1238,jun,Austro-Asiatic,,Munda,jun,FALSE,FALSE
jur,Jurchen,,47,130,jurc1239,juc,Altaic,,Tungusic,juc,FALSE,FALSE
jva,Karajá,,-10,-50.33333333,kara1500,kpj,Macro-Ge,,Karajá,kpj,FALSE,FALSE
jwr,Jarawara,,-7.5,-65.5,jama1261,jaa,Arauan,,Arauan,jaa,FALSE,FALSE
kaa,Karó (Arára),,-10.33333333,-62,karo1305,arr,Tupian,,Ramarama,arr,FALSE,FALSE
kab,Kabardian,,43.5,43.5,kaba1278,kbd,Northwest Caucasian,,Northwest Caucasian,kbd,FALSE,FALSE
kac,Kachari,,26.5,91,kach1279,xac,Sino-Tibetan,Tibeto-Burman,Bodo-Garo,xac,FALSE,FALSE
kad,Kadugli,,11,29.66666667,katc1249,xtc,Kadu,,Kadugli,xtc,FALSE,FALSE
kae,Kaki Ae,,-8,145.8333333,kaki1249,tbd,Eleman,,Tate,tbd,FALSE,FALSE
kag,Komering,,-3.166666667,104.9166667,kome1238,kge,Austronesian,,Lampungic,kge,FALSE,FALSE
kai,Kaian,,-4.083333333,144.75,kaia1245,kct,Lower Sepik-Ramu,,Lower Ramu,kct,FALSE,FALSE
kaj,Kaure,,-3.416666667,140.0833333,kaur1271,bpp,,,,bpp,FALSE,FALSE
kak,Kamano-Kafe,,-6.25,145.6666667,kama1370,kbq,Trans-New Guinea,,Eastern Highlands,kbq,FALSE,FALSE
kal,Kalami,,35.5,72.5,kala1373,gwc,Indo-European,,Indic,gwc,FALSE,FALSE
kam,Kambera,,-9.833333333,120.1666667,kamb1299,xbr,Austronesian,,Central Malayo-Polynesian,xbr,FALSE,FALSE
kan,Kana,,4.75,7.416666667,khan1278,ogo,Niger-Congo,Benue-Congo,Cross River,ogo,FALSE,FALSE
kao,Karao,,16.5,120.8333333,kara1487,kyj,Austronesian,,Northern Luzon,kyj,FALSE,FALSE
kap,Kela (Apoze),,-7.416666667,147.0833333,kela1255,kcl,Austronesian,Eastern Malayo-Polynesian,Oceanic,kcl,FALSE,FALSE
kaq,Kaurna,,-34.25,138.5,kaur1267,,Pama-Nyungan,,Central Pama-Nyungan,,FALSE,FALSE
kar,Kara (in Central African Republic),,10,23,kara1482,kah,Central Sudanic,,Bongo-Bagirmi,kah,FALSE,FALSE
kas,Kashmiri,,34,76,kash1277,kas,Indo-European,,Indic,kas,FALSE,FALSE
kat,Kâte,,-6.5,147.75,kate1253,kmg,Trans-New Guinea,,Finisterre-Huon,kmg,FALSE,FALSE
kau,Kaulong,,-6.166666667,149.6666667,kaul1240,pss,Austronesian,Eastern Malayo-Polynesian,Oceanic,pss,FALSE,FALSE
kaw,Kaiwá,,-23,-55,kaiw1246,kgk,Tupian,,Tupi-Guaraní,kgk,FALSE,FALSE
kay,Kayardild,,-17.05,139.5,kaya1319,gyd,Tangkic,,Tangkic,gyd,TRUE,TRUE
kaz,Kazakh,,50,70,kaza1248,kaz,Altaic,,Turkic,kaz,FALSE,FALSE
kba,Kamba,,-1.5,38,kamb1297,kam,Niger-Congo,Benue-Congo,Bantoid,kam,FALSE,FALSE
kbi,Kabui,,24.83333333,94,inpu1234,nkf,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,nkf,FALSE,FALSE
kbl,Kabyle,,36.5,5,kaby1243,kab,Afro-Asiatic,,Berber,kab,FALSE,FALSE
kbo,Kambot,,-4.25,144.1333333,apma1241,kbx,Lower Sepik-Ramu,,Botin,kbx,FALSE,FALSE
kbr,Kayan (Baram),,3.5,114.5,bara1370,kys,Austronesian,,North Borneo,kys,FALSE,FALSE
kbt,Kabatei,,36.75,49.41666667,kaba1276,xkp,Indo-European,,Iranian,xkp,FALSE,FALSE
kbu,Kanembu,,14,15,kane1243,kbl,Saharan,Saharan,Western Saharan,kbl,FALSE,FALSE
kbw,Karen (Bwe),,19.5,97,bwek1238,bwe,Sino-Tibetan,Tibeto-Burman,Karen,bwe,FALSE,FALSE
kby,Kabiyé,,9.666666667,1.166666667,kabi1261,kbp,Niger-Congo,Gur,Southern-Central Gur,kbp,FALSE,FALSE
kch,Koyra Chiini,,17,-3,koyr1240,khq,Songhay,,Songhay,khq,FALSE,FALSE
kda,Konda,,19.5,83,kond1295,kfc,Dravidian,,South-Central Dravidian,kfc,FALSE,FALSE
kdg,Karipuna (Panoan),,-10,-65,kari1312,,Panoan,,Panoan,,FALSE,FALSE
kdw,Kadiwéu,,-20,-57,kadi1248,kbc,Guaicuruan,,Kadiwéu,kbc,FALSE,FALSE
kdz,Kadazan,,5.916666667,117.1666667,coas1294,kzj,Austronesian,,North Borneo,kzj,FALSE,FALSE
kea,Kanjobal (Eastern),,15.33333333,-91.66666667,qanj1241,kjb,Mayan,,Mayan,kjb,FALSE,FALSE
ked,Kedang,,-8.25,123.75,keda1252,ksx,Austronesian,,Central Malayo-Polynesian,ksx,FALSE,FALSE
kef,Kefa,,7.25,36.25,kafa1242,kbr,Afro-Asiatic,Omotic,South Omotic,kbr,FALSE,FALSE
kei,Kei,,-5.833333333,132.9166667,keii1239,kei,Austronesian,,Central Malayo-Polynesian,kei,FALSE,FALSE
kek,K'ekchí,,16,-89.83333333,kekc1242,kek,Mayan,,Mayan,kek,FALSE,FALSE
kel,Kele,,-2.083333333,147.0833333,kele1258,sbc,Austronesian,Eastern Malayo-Polynesian,Oceanic,sbc,FALSE,FALSE
kem,Kemant,,12.66666667,37.41666667,qima1242,ahg,Afro-Asiatic,Cushitic,Central Cushitic,ahg,FALSE,FALSE
ken,Kenga,,12,18,keng1240,kyq,Central Sudanic,,Bongo-Bagirmi,kyq,FALSE,FALSE
keo,Keo,,-8.833333333,121.25,keoo1238,xxk,Austronesian,,Central Malayo-Polynesian,xxk,FALSE,FALSE
ker,Kera,,9.833333333,15.08333333,kera1255,ker,Afro-Asiatic,Chadic,East Chadic,ker,FALSE,TRUE
ket,Ket,,64,87,kett1243,ket,Yeniseian,,Yeniseian,ket,FALSE,TRUE
keu,Kenyah (Uma' Lung),,3,115.8333333,,,Austronesian,,North Borneo,,FALSE,FALSE
kew,Kewa,,-6.5,143.8333333,kewa1250,,Trans-New Guinea,,Engan,kew kjs,TRUE,TRUE
kfc,Kriol (Fitzroy Crossing),,-18.16666667,125.5833333,,,other,,Creoles and Pidgins,,FALSE,FALSE
kfe,Koromfe,,14.25,-0.916666667,koro1298,kfz,Niger-Congo,Gur,Northern-Central Gur,kfz,FALSE,TRUE
kfy,Kirghiz (Fu-Yu),,47.75,124.4166667,kirg1245,kir,Altaic,,Turkic,kir,FALSE,FALSE
kga,Kinga,,-9,34,nucl1379,zga,Niger-Congo,Benue-Congo,Bantoid,zga,FALSE,FALSE
kgi,Konyagi,,12.5,-13.25,wame1240,cou,Niger-Congo,Atlantic,Tenda,cou,FALSE,FALSE
kgl,Umbu Ungu,,-6,144,umbu1258,ubu,Trans-New Guinea,,Chimbu,ubu,FALSE,FALSE
kgm,Kagoma,,9.25,8.166666667,kago1247,kdm,Niger-Congo,Benue-Congo,Platoid,kdm,FALSE,FALSE
kgr,Kagulu,,-6.333333333,37,kagu1239,kki,Niger-Congo,Benue-Congo,Bantoid,kki,FALSE,FALSE
kgt,Kangiryuarmiut,,68.33333333,-133.75,west2618,ikt,Eskimo-Aleut,,Eskimo,ikt,FALSE,FALSE
kgu,Kalkatungu,,-21,139.5,kalk1246,ktg,Pama-Nyungan,,Northern Pama-Nyungan,ktg,FALSE,FALSE
kgy,Kyirong,,28.41666667,85.33333333,kyer1238,kgy,Sino-Tibetan,Tibeto-Burman,Bodic,kgy,FALSE,FALSE
kgz,Kirghiz,,42,75,kirg1245,kir,Altaic,,Turkic,kir,FALSE,FALSE
kha,Khalkha,,47,105,halh1238,khk,Altaic,,Mongolic,khk,TRUE,TRUE
khd,Kham (Dege),,31.83333333,98.58333333,kham1282,khg,Sino-Tibetan,Tibeto-Burman,Bodic,khg,FALSE,FALSE
khg,Khaling,,27.5,86.66666667,khal1275,klr,Sino-Tibetan,Tibeto-Burman,Mahakiranti,klr,FALSE,FALSE
khi,Khinalug,,41.16666667,48.08333333,khin1240,kjj,Nakh-Daghestanian,Daghestanian,Lezgic,kjj,FALSE,FALSE
khk,Khakas,,53,90,khak1248,kjh,Altaic,,Turkic,kjh,FALSE,FALSE
khl,Khalaj,,35,50,turk1303,klj,Altaic,,Turkic,klj,FALSE,FALSE
khm,Khmer,,12.5,105,cent1989,khm,Austro-Asiatic,Mon-Khmer,Khmer,khm,FALSE,TRUE
khn,Khün,,21,100,khun1259,kkh,Tai-Kadai,,Kam-Tai,kkh,FALSE,FALSE
kho,Nama,,-25.5,18,nama1264,naq,Khoe-Kwadi,,Khoe-Kwadi,naq,TRUE,TRUE
khr,Kharia,,22.5,84.33333333,khar1287,khr,Austro-Asiatic,,Munda,khr,FALSE,FALSE
khs,Khasi,,25.5,92,khas1269,kha,Austro-Asiatic,Mon-Khmer,Khasian,kha,FALSE,TRUE
khu,Khumi,,21.91666667,92.41666667,khum1248,cnk,Sino-Tibetan,Tibeto-Burman,Kuki-Chin,cnk,FALSE,FALSE
khv, Khwarshi,,42.25,46.16666667,khva1239,khv,Nakh-Daghestanian,Daghestanian,Avar-Andic-Tsezic,khv,FALSE,FALSE
khw,Khowar,,36,72,khow1242,khw,Indo-European,,Indic,khw,FALSE,FALSE
kic,Kickapoo,,42.25,-84,kick1244,kic,Algic,,Algonquian,kic,FALSE,FALSE
kie,Kire,,-4.25,144.75,kire1240,geb,Lower Sepik-Ramu,,Mikarew,geb,FALSE,FALSE
kij,Kitja,,-17.5,127.75,kitj1240,gia,Jarrakan,,Jarrakan,gia,FALSE,FALSE
kik,Kikuyu,,-0.75,36.75,kiku1240,kik,Niger-Congo,Benue-Congo,Bantoid,kik,FALSE,FALSE
kil,Kiluba,,-8,26,luba1250,lub,Niger-Congo,Benue-Congo,Bantoid,lub,FALSE,FALSE
kim,Kimaghama,,-8,138.5,kima1246,kig,Kolopom,,Kolopom,kig,FALSE,FALSE
kin,Kinyarwanda,,-2,30,kiny1244,kin,Niger-Congo,Benue-Congo,Bantoid,kin,FALSE,FALSE
kio,Kiowa,,37,-99,kiow1266,kio,Kiowa-Tanoan,,Kiowa-Tanoan,kio,TRUE,TRUE
kiq,Kalmyk (Issyk-Kul),,42.41666667,78.33333333,kalm1243,xal,Altaic,,Mongolic,xal,FALSE,FALSE
kir,Kirma,,10.25,-4.833333333,cerm1238,cme,Niger-Congo,Gur,Southern-Central Gur,cme,FALSE,FALSE
kis,Kisi,,8.833333333,-10.16666667,kiss1245,,Niger-Congo,Atlantic,Mel,kqs kss,FALSE,FALSE
kit,Kitsai,,31.83333333,-96.5,kits1249,kii,Caddoan,,Caddoan,kii,FALSE,FALSE
kiu,Kui (in Indonesia),,-8.433333333,124.55,kuii1253,kvd,Timor-Alor-Pantar,,Greater Alor,kvd,FALSE,FALSE
kiw, Kiwai (Southern),,-8,143.5,sout2949,kjd,Kiwaian,,Kiwaian,kjd,FALSE,FALSE
kje,Koreguaje,,1,-75.5,kore1283,coe,Tucanoan,,Tucanoan,coe,FALSE,FALSE
kji,Kurmanji,,38,42,nort2641,kmr,Indo-European,,Iranian,kmr,FALSE,FALSE
kjn,Kunjen,,-16.5,142.5,kunj1245,kjn,Pama-Nyungan,,Northern Pama-Nyungan,kjn,FALSE,FALSE
kjo,Konjo,,-5.466666667,120.3333333,coas1295,kjc,Austronesian,,South Sulawesi,kjc,FALSE,FALSE
kjr,Koorete,,5.833333333,37.83333333,koor1239,kqy,Afro-Asiatic,Omotic,North Omotic,kqy,FALSE,FALSE
kkb,Konkomba,,10,0.083333333,konk1269,xon,Niger-Congo,Gur,Northern-Central Gur,xon,FALSE,FALSE
kkl,Kata Kolok,,-8.25,115.1666667,beng1239,bqy,other,,Sign Languages,bqy,FALSE,FALSE
kkn,Konkani,,15.25,74,konk1267,knn,Indo-European,,Indic,knn,FALSE,FALSE
kko,Koranko,,9.333333333,-11.25,kura1250,knk,Mande,,Western Mande,knk,FALSE,FALSE
kkp,Karakalpak,,43,60,kara1467,kaa,Altaic,,Turkic,kaa,FALSE,FALSE
kkq,Kuikúro,,-12.41666667,-53.08333333,kuik1246,kui,Cariban,,Cariban,kui,FALSE,FALSE
kkr,Kirikiri,,-3,137.1666667,kiri1256,kiy,Lakes Plain,,Lakes Plain,kiy,FALSE,FALSE
kkt,Kokota,,-8,159.1333333,koko1269,kkk,Austronesian,Eastern Malayo-Polynesian,Oceanic,kkk,FALSE,FALSE
kku,Korku,,22.5,78.5,kork1243,kfq,Austro-Asiatic,,Munda,kfq,FALSE,FALSE
kkv,Lusi,,-5.583333333,149.6666667,lusi1240,khl,Austronesian,Eastern Malayo-Polynesian,Oceanic,khl,FALSE,FALSE
kkw,Karankawa,,28,-97,kara1289,zkk,,,,zkk,FALSE,FALSE
kky,Kankanay,,16.75,120.5833333,kank1243,kne,Austronesian,,Northern Luzon,kne,FALSE,FALSE
kkz,Kokni,,20.75,73.5,kukn1238,kex,Indo-European,,Indic,kex,FALSE,FALSE
kla,Klao,,4.75,-8.75,klao1243,klu,Niger-Congo,,Kru,klu,FALSE,FALSE
klb,Kilba,,10.33333333,13.16666667,huba1236,hbb,Afro-Asiatic,Chadic,Biu-Mandara,hbb,FALSE,FALSE
klg,Kulung,,27.5,87,kulu1253,kle,Sino-Tibetan,Tibeto-Burman,Mahakiranti,kle,FALSE,FALSE
klh,Kalasha,,35,72,kala1372,kls,Indo-European,,Indic,kls,FALSE,FALSE
kli,Kaili,,-1.166666667,120,ledo1238,lew,Austronesian,,Celebic,lew,FALSE,FALSE
klk,Koh (Lakka),,8,15.5,kuoo1238,xuo,Niger-Congo,Adamawa-Ubangi,Mbumic,xuo,FALSE,FALSE
kll,Kaluli,,-6.5,142.75,kalu1248,bco,Bosavi,,Bosavi,bco,FALSE,FALSE
klm,Klamath,,42.5,-121.5,klam1254,kla,Penutian,,Klamath-Modoc,kla,FALSE,FALSE
kln,Kolana,,-8.25,125.1166667,wers1238,kvw,Timor-Alor-Pantar,,Kolana-Tanglapui,kvw,FALSE,FALSE
klp,Kalapuya,,44.5,-123,kala1400,kyl,Kalapuyan,,Kalapuyan,kyl,FALSE,FALSE
klq,Kalam,,-5.25,144.5833333,kala1397,kmh,Trans-New Guinea,,Madang,kmh,FALSE,FALSE
klr,Koluri,,37,48,shah1254,shm,Indo-European,,Iranian,shm,FALSE,FALSE
kls,Kalispel,,48,-117,kali1308,fla,Salishan,,Interior Salish,fla,FALSE,FALSE
klt,Kelabit,,3.666666667,115.4166667,kela1258,kzi,Austronesian,,North Borneo,kzi,FALSE,FALSE
klv,Kilivila,,-8.5,151.0833333,kili1267,kij,Austronesian,Eastern Malayo-Polynesian,Oceanic,kij,FALSE,TRUE
klw,Kiliwa,,31.33333333,-115.6666667,kili1268,klb,Hokan,,Yuman,klb,FALSE,FALSE
kly,Kala Lagaw Ya,,-10.11666667,142.1166667,kala1377,mwp,Pama-Nyungan,,Northern Pama-Nyungan,mwp,FALSE,FALSE
klz,Kalanga,,-20.5,27.5,kala1384,kck,Niger-Congo,Benue-Congo,Bantoid,kck,FALSE,FALSE
kma,Kamaiurá,,-12.08333333,-52.58333333,kama1373,kay,Tupian,,Tupi-Guaraní,kay,FALSE,FALSE
kmb,Kombai,,-5.583333333,140,ndei1235,,Trans-New Guinea,,Awju-Dumut,tyn wng,FALSE,FALSE
kmh,Kham,,28.5,82.75,gama1251,kgj,Sino-Tibetan,Tibeto-Burman,Mahakiranti,kgj,FALSE,FALSE
kmi,Kami,,-6.75,38,kami1256,kcu,Niger-Congo,Benue-Congo,Bantoid,kcu,FALSE,FALSE
kmj,Karimojong,,3,34.16666667,kara1483,kdj,Eastern Sudanic,,Nilotic,kdj,FALSE,FALSE
kmk,Kalmyk,,44,83,kalm1243,xal,Altaic,,Mongolic,xal,FALSE,FALSE
kmn,Kuman,,-5.916666667,145,kuma1280,kue,Trans-New Guinea,,Chimbu,kue,FALSE,FALSE
kmo,Koiali (Mountain),,-9,147.5,moun1252,kpx,Trans-New Guinea,,Koiarian,kpx,FALSE,FALSE
kmp,Kunimaipa,,-8,146.8333333,kuni1267,kup,Trans-New Guinea,,Goilalan,kup,FALSE,FALSE
kmr,Kamoro,,-4.333333333,136,kamo1255,kgq,Trans-New Guinea,,Asmat-Kamoro,kgq,FALSE,FALSE
