ISO,Language,Family,Area,H,H_unigram,L2prop,MC,NumChap,Population,Rangesize,vehicularity
psa,Asue Awyu,Trans-New-Guinea,Interior-New-Guinea,,,0,1,1,6500,3613.892233,0
ury,Orya,Tor-Kwerba,N-Coast-New-Guinea,,,0,0.5,2,1600,3612.827844,0
apn,Apinayé,Jean,NE-South-America,1.274651408,7.533236027,0,0.550000012,5,1260,3609.218396,0
crq,Iyo'wujwa Chorote,Matacoan,SE-South-America,1.477475762,9.084871292,0,,,2038,3608.287631,0
guq,Aché,Tupian,SE-South-America,1.452653885,8.640975952,0,,,1360,3574.179428,0
gvl,Gulay,Nilo-Saharan,,1.468829513,8.30638504,0,,,163000,3546.038437,0
duo,Dupaninan Agta,Austronesian,Oceania,,,0,0,2,1200,3535.695911,0
bts,Batak Simalungun,Austronesian,,1.548294902,8.333543777,0,,,1200000,3535.447698,0
mqf,Momuna,Somahai,S-New-Guinea,,,0,1,2,2000,3534.888466,0
crn,El Nayar Cora,Uto-Aztecan,Mesoamerica,1.235938787,8.470895767,0,0.666666687,6,8000,3531.572209,0
tfr,Teribe,Chibchan,Mesoamerica,1.208654404,8.132390976,0,0.592592597,9,3005,3514.664976,0
bsc,Bassari,Niger-Congo,African-Savannah,,,0,1,1,21900,3486.607556,0
kyq,Kenga,Nilo-Saharan,African-Savannah,1.518428802,8.381165504,0,0.666666687,6,40000,3460.987407,0
mbl,Maxakalí,Maxakalian,SE-South-America,1.228427291,8.107276917,0,1,1,800,3450.496088,0
atb,Zaiwa,Sino-Tibetan,,1.293805838,7.945834637,0,,,110000,3440.698678,0
amr,Amarakaeri,Harákmbut,NE-South-America,1.372478843,10.76033497,0,,,500,3426.313034,0
pib,Yine,Maipurean,,1.562287688,10.01044273,0,0.666666687,6,4000,3421.227761,0
aca,Achagua,Maipurean,NE-South-America,,,0,0.833333313,6,250,3413.506077,0
tui,Tupuri,Niger-Congo,African-Savannah,1.509546399,7.898029804,0,,,229000,3401.327523,0
coe,Koreguaje,Tucanoan,NE-South-America,1.251210809,10.00250053,0,1,2,2210,3355.380807,0
quc,Central Quiché,Mayan,,1.403348327,8.149786949,0,,,1900000,3342.305794,0
fai,Faiwol,Trans-New-Guinea,,1.499364376,9.195149422,0,,,4500,3337.745541,0
gur,Farefare,Niger-Congo,African-Savannah,1.50136447,7.787787437,,,,845100,3332.359859,1
kus,Kusaal,Niger-Congo,,1.595499992,8.014350891,0,,,437000,3322.732292,0
ntp,Northern Tepehuan,Uto-Aztecan,Mesoamerica,1.301649451,9.600281715,0,0.833333313,12,6200,3307.872314,0
biv,Southern Birifor,Niger-Congo,,1.602203608,7.373327732,0,,,129310,3307.146488,0
fuu,Furu,Nilo-Saharan,S-Africa,,,0,0.571428597,7,16000,3306.022594,0
lee,Lyélé,Niger-Congo,African-Savannah,1.514929652,8.234980583,0,,,130000,3301.952608,0
pam,Pampangan,Austronesian,Oceania,1.498839498,8.642831802,,0.75,4,1900000,3297.447201,1
bjv,Bedjond,Nilo-Saharan,,1.565647364,7.765275478,0,,,36000,3251.60868,0
cnh,Haka Chin,Sino-Tibetan,Southeast-Asia,1.52359271,7.816916943,0.24242425,0.068877548,14,100000,3244.421394,1
gag,Gagauz,Altaic,Europe,1.813666821,10.46070766,0,1,1,150000,3239.033494,0
mnz,Moni,Trans-New-Guinea,Interior-New-Guinea,,,0,0.5,2,20000,3235.955148,0
hke,Hunde,Niger-Congo,S-Africa,,,0,0.800000012,10,200000,3229.00133,0
sen,Nanerigé Sénoufo,Niger-Congo,African-Savannah,,,0,0.75,4,50000,3228.03094,0
not,Nomatsiguenga,Maipurean,Andean,1.422732353,10.20452404,0,,,6500,3215.667046,0
sda,Toraja-Sa'dan,Austronesian,Oceania,1.603237271,9.373334885,0,,,500000,3213.505768,0
cjp,Cabécar,Chibchan,Mesoamerica,1.527209401,8.612438202,0,,,8840,3210.074316,0
msb,Masbatenyo,Austronesian,,1.535349488,,0.416666657,,,350000,3195.24645,1
wmw,Mwani,Niger-Congo,,1.668136477,10.41875553,0.166666672,,,100000,3194.531052,0
bfo,Malba Birifor,Niger-Congo,,1.602519155,6.966567039,0,,,108000,3179.718062,0
nez,Nez Perce,Sahaptian,Basin-and-Plains,,,0,0.672500014,20,200,3168.050154,0
mek,Mekeo,Austronesian,S-New-Guinea,1.366415858,8.886324883,0,1,2,19000,3166.543246,0
hoo,Holoholo,Niger-Congo,S-Africa,,,0,1,1,15500,3147.301024,0
bsn,Barasana,Tucanoan,NE-South-America,1.224274635,9.132883072,0,0.574816823,26,1890,3118.717002,0
kfa,Kodagu,Dravidian,Indic,,,0,0.833333313,3,241000,3092.734804,0
cwe,Kwere,Niger-Congo,,1.566118836,9.943108559,0,,,98000,3091.515197,0
tsi,Tsimshian,Tsimshian,Alaska-Oregon,,,0.219298244,0.563235283,17,930,3089.815428,0
smo,Samoan,Austronesian,Oceania,1.398918629,7.275206566,,0.275641024,13,306840,3086.710664,1
gud,Yocoboué Dida,Niger-Congo,,1.495499372,8.339645386,0,,,102000,3062.745892,0
bhg,Binandere,Trans-New-Guinea,S-New-Guinea,1.332276225,8.691514969,0,0.571428597,7,7000,3056.617449,0
btd,Batak Dairi,Austronesian,,1.60149467,8.696290016,0,,,1200000,3045.582333,0
fry,Western Frisian,Indo-European,Europe,1.680170059,8.472644806,,0.125,1,467000,3031.221507,1
bgz,Banggai,Austronesian,Oceania,1.458109021,9.120099068,0,,,125000,3025.952542,0
mgf,Maklew,South-Central-Papuan,S-New-Guinea,,,0,0.666666687,3,120,3015.025932,0
oaa,Orok,Altaic,N-Coast-Asia,,,0,0.885714293,7,64,3009.897227,0
qxh,Panao Huánuco Quechua,Quechuan,,1.37858212,11.03287697,0,,,50000,3007.276282,0
mkz,Makasae,Trans-New-Guinea,Oceania,,,0,0.125,8,70000,3002.872399,0
snn,Siona,Tucanoan,NE-South-America,1.267880201,9.203838348,0,1,6,550,2996.049732,0
yon,Yonggom,Trans-New-Guinea,,1.308646083,9.217864037,0,0.333333343,3,4000,2984.880433,0
mdm,Mayogo,Niger-Congo,African-Savannah,,,0,0.400000006,5,100000,2983.140043,0
bxk,Bukusu,Niger-Congo,S-Africa,,,0,0.75,1,565000,2964.493939,0
tsz,Purepecha,Tarascan,Mesoamerica,1.49288094,10.05286884,0,0.727272749,11,40000,2963.918016,0
bgr,Bawm Chin,Sino-Tibetan,Indic,1.399070621,7.653952122,0,0.230833337,20,21520,2963.474897,0
qxn,Northern Conchucos Ancash Quechua,Quechuan,,1.39836657,11.26990128,0,,,250000,2962.783068,0
mzp,Movima,Language-isolate,NE-South-America,,,0,0.333333343,3,1450,2962.07221,0
did,Didinga,Nilo-Saharan,African-Savannah,,,0,0.5,11,60000,2959.260687,0
dgc,Casiguran Dumagat Agta,Austronesian,Oceania,1.47995019,7.804182529,0,,,610,2954.028385,0
tac,Lowland Tarahumara,Uto-Aztecan,Mesoamerica,1.407403231,8.949749947,0,0.625,8,39800,2953.778877,0
aiw,Aari,Afro-Asiatic,,,,0.044585988,0.666666687,9,155000,2948.266213,0
enh,Tundra Enets,Uralic,Inner-Asia,,,0,0.857142866,7,10,2931.214618,0
dgz,Daga,Trans-New-Guinea,S-New-Guinea,1.533993125,9.15483284,0,0.628679633,22,9000,2906.528098,0
ppo,Folopa,Trans-New-Guinea,Interior-New-Guinea,1.2722224,9.228982925,0,0.666666687,6,3000,2902.386736,0
ale,Aleut,Eskimo-Aleut,N-Coast-Asia,,,0,0.778571427,7,490,2894.147758,0
ggw,Gogodala,Trans-New-Guinea,S-New-Guinea,,,0,1,2,22000,2867.731419,0
zga,Kinga,Niger-Congo,S-Africa,,,0,1,4,140000,2867.06563,0
sva,Svan,Kartvelian,Greater-Mesopotamia,,,0,0.25,1,15000,2856.568663,0
tav,Tatuyo,Tucanoan,NE-South-America,1.425081611,9.222346306,0,,,400,2831.180129,0
zik,Zimakani,Trans-New-Guinea,S-New-Guinea,,,0,1,1,1500,2825.390051,0
nhw,Western Huasteca Nahuatl,Uto-Aztecan,Mesoamerica,1.299381018,8.88888073,0,,,400000,2812.755566,0
kup,Kunimaipa,Trans-New-Guinea,S-New-Guinea,1.464104652,9.548017502,0,0.875,8,8200,2785.946388,0
cme,Cerma,Niger-Congo,African-Savannah,1.493027329,8.733150482,0,0.200000003,5,63100,2785.552569,0
cpc,Ajyíninka Apurucayali,Maipurean,,1.427090526,10.91588593,0,0.643333316,15,4000,2784.937484,0
cko,Anufo,Niger-Congo,African-Savannah,1.478267312,7.43983078,0,0.25,9,137600,2774.583136,0
mee,Mengen,Austronesian,,1.186229706,7.856788158,0,,,8400,2774.242429,0
nuy,Nunggubuyu,Australian,N-Australia,,,0,0.609848499,22,360,2773.419632,0
nmf,Tangkhul Naga,Sino-Tibetan,Southeast-Asia,,,0,0.9375,8,125000,2762.519431,0
mzw,Deg,Niger-Congo,,1.653747678,7.905970573,0,,,26400,2760.357291,0
kpo,Ikposo,Niger-Congo,African-Savannah,,,0,1,3,162500,2731.443693,0
szb,Ngalum,Trans-New-Guinea,,1.369881153,9.089521408,0,,,18000,2728.344475,0
ike,Eastern Canadian Inuktitut,Eskimo-Aleut,,,12.94948483,,0.583333313,3,14000,2716.01944,1
dbl,Dyirbal,Australian,N-Australia,,,0,0.716666639,11,45,2715.949364,0
mec,Mara,Australian,N-Australia,,,0,0.636363626,11,15,2711.767802,0
sbd,Southern Samo,Niger-Congo,,1.540181756,7.575701237,0,,,85000,2708.474077,0
gta,Guató,Language-isolate,NE-South-America,,,0,1,1,40,2707.734979,0
kkc,Odoodee,Trans-New-Guinea,,1.208069205,8.584546089,0,,,490,2700.358342,0
mnx,Manikion,East-Bird’s-Head-Sentani,N-Coast-New-Guinea,1.161085844,8.168012619,0,0.75,4,12000,2698.834127,0
bmr,Muinane,Witotoan,NE-South-America,1.510131001,10.86393833,0,1,7,150,2688.378542,0
nog,Nogai,Altaic,Inner-Asia,,,0,1,6,90000,2687.736175,0
bni,Bangi,Niger-Congo,S-Africa,,,0,1,2,111300,2676.46017,0
knf,Mankanya,Niger-Congo,African-Savannah,1.706101656,9.465451241,0,,,75050,2655.014977,0
mge,Mango,Nilo-Saharan,African-Savannah,,,0,1,1,52200,2637.676606,0
enb,Endo,Nilo-Saharan,S-Africa,1.403868794,9.633946419,0,,,161000,2627.087483,0
bao,Waimaha,Tucanoan,NE-South-America,1.328104019,8.886098862,0,,,700,2618.481947,0
its,Isekiri,Niger-Congo,African-Savannah,,,0,0.083333336,3,510000,2615.491996,0
sil,Tumulung Sisaala,Niger-Congo,,1.489870548,7.867537498,0,,,105000,2604.524792,0
mqj,Mamasa,Austronesian,Oceania,1.405425906,9.467018127,0,,,100000,2594.770615,0
aoi,Anindilyakwa,Australian,N-Australia,,9.796863556,0,0.833333313,6,1240,2590.059038,0
apt,Apatani,Sino-Tibetan,Indic,,,0,0.5,7,24000,2587.781795,0
gdr,Wipi,Eastern-Trans-Fly,,1.464046001,8.791858673,0,,,3500,2576.684803,0
var,Huarijio,Uto-Aztecan,Mesoamerica,,,0,0.666666687,3,2840,2552.580844,0
mam,Northern Mam,Mayan,Mesoamerica,1.523517489,9.367361069,0,,,201000,2548.735883,0
suq,Suri,Nilo-Saharan,Greater-Abyssinia,,,0,0.899999976,4.5,20600,2537.896806,0
aii,Assyrian Neo-Aramaic,Afro-Asiatic,Greater-Mesopotamia,1.572354913,10.70806217,0,,,108600,2508.469612,0
sab,Buglere,Chibchan,Mesoamerica,1.169589877,7.601466656,0,,,2500,2504.914226,0
mrh,Mara Chin,Sino-Tibetan,Southeast-Asia,,,0,0.166666672,6,42000,2497.622147,0
slc,Sáliba,Sálivan,NE-South-America,,,0,0.666666687,3,1560,2484.979575,0
apy,Apalaí,Cariban,NE-South-America,1.346659899,8.883374214,0,0.571428597,14,450,2475.881412,0
faa,Fasu,Trans-New-Guinea,Interior-New-Guinea,1.219663978,9.546803474,0,1,4,1200,2454.723071,0
sce,Dongxiang,Altaic,Southeast-Asia,,,0,0.833333313,6,250000,2439.117996,0
myy,Macuna,Tucanoan,NE-South-America,1.270683169,8.968710899,0,,,1110,2414.365443,0
cok,Santa Teresa Cora,Uto-Aztecan,,1.22304821,8.566479683,0,,,7000,2403.767727,0
top,Papantla Totonac,Totonacan,Mesoamerica,1.505966544,9.757455826,0,,,80000,2400.962797,0
otw,Ottawa,Algic,,,,0,0.533333361,12,27100,2371.407438,0
bqp,Busa,Niger-Congo,African-Savannah,1.798495531,8.794865608,0,0.333333343,3,40000,2364.994787,0
cab,Garifuna,Maipurean,Mesoamerica,1.481987596,9.656996727,0,0.694444418,9,130800,2363.271092,0
ngi,Ngizim,Afro-Asiatic,African-Savannah,,,0,0.444444448,9,80000,2357.34646,0
bud,Ntcham,Niger-Congo,African-Savannah,1.700044513,8.967776299,0,1,3,157000,2355.395956,0
pww,Pwo Northern Karen,Sino-Tibetan,Southeast-Asia,1.333820343,7.337799549,0,,,60000,2339.288158,0
hop,Hopi,Uto-Aztecan,Basin-and-Plains,1.483110785,9.477247238,0,0.857142866,7,5260,2335.796852,0
pri,Paicî,Austronesian,,1.410120845,7.609164715,0,,,5500,2325.632946,0
nch,Central Huasteca Nahuatl,Uto-Aztecan,,1.318162203,8.85249424,0,,,200000,2320.675374,0
ige,Igede,Niger-Congo,African-Savannah,,,0,0.5,2,250000,2319.498296,0
myp,Pirahã,Muran,NE-South-America,,,0,0.522360265,23,360,2319.272881,0
pkb,Upper Pokomo,Niger-Congo,,1.590044975,10.00348854,0,,,63000,2305.451226,0
wim,Wik-Mungkan,Australian,N-Australia,,,0.361445785,0.800000012,5,840,2304.97224,0
dow,Doyayo,Niger-Congo,African-Savannah,1.741900086,8.413003922,0,0.683333337,10,18000,2295.030734,0
trv,Taroko,Austronesian,Southeast-Asia,,,0,0.25,2,20000,2292.671954,0
bpr,Koronadal Blaan,Austronesian,Oceania,1.41566658,7.807515144,0,,,150000,2289.104788,0
neb,Toura,Niger-Congo,African-Savannah,1.512243032,8.200638771,0,,,38500,2272.731757,0
guz,Gusii,Niger-Congo,S-Africa,1.637856364,11.00484848,0.184822381,1,1,2120000,2267.069759,0
kxv,Kuvi,Dravidian,Indic,,,0,0.857142866,7,350000,2266.080075,0
ikw,Ikwere,Niger-Congo,,1.581736445,8.309622765,0,,,200000,2265.239079,0
bzf,Boikin,Sepik,N-Coast-New-Guinea,,,0,1,2,31300,2253.527533,0
ken,Kenyang,Niger-Congo,African-Savannah,1.708835721,9.532114983,0,1,1,65000,2249.111623,0
mop,Mopán Maya,Mayan,Mesoamerica,1.153640985,7.596959114,0,0.5,2,11800,2247.847699,0
tyn,Kombai,Trans-New-Guinea,S-New-Guinea,,,0,0.481060594,11,4000,2245.783584,0
bwu,Buli,Niger-Congo,African-Savannah,1.335174441,7.231381416,0,,,150000,2238.505334,0
ppk,Uma,Austronesian,Oceania,1.505519152,9.513379097,0,0.625,2,20000,2225.076319,0
mic,Micmac,Algic,E-North-America,1.571029902,,0,,,9290,2217.499463,0
ndi,Samba Leko,Niger-Congo,African-Savannah,,,0,0,1,62000,2206.566194,0
hmr,Hmar,Sino-Tibetan,Southeast-Asia,,,0,0.380952388,7,50000,2201.271825,0
hix,Hixkaryána,Cariban,NE-South-America,,,0,0.489021152,27,600,2198.939581,0
plu,Palikúr,Maipurean,NE-South-America,,,0,0.466666669,10,1420,2197.860066,0
bvx,Dibole,Niger-Congo,S-Africa,,,0,1,3,4000,2196.275472,0
kdl,Tsikimba,Niger-Congo,,1.53777802,7.578968048,0,,,100000,2189.124138,0
ndp,Ndo,Nilo-Saharan,,1.531862497,9.32807827,0,,,133800,2182.070442,0
med,Melpa,Trans-New-Guinea,Interior-New-Guinea,1.303650856,8.003224373,0,,,130000,2178.479618,0
snc,Sinaugoro,Austronesian,S-New-Guinea,1.321318269,9.222078323,0,0.833333313,6,18000,2177.648592,0
akc,Mpur,Language-isolate,N-Coast-New-Guinea,,,0,0.5,4,7000,2151.735835,0
tbl,Tboli,Austronesian,Oceania,1.477186441,8.006509781,0,0.428571433,7,95300,2144.884853,0
col,Columbia-Wenatchi,Salish,Basin-and-Plains,,,0,1,1,75,2137.332942,0
swk,Malawi Sena,Niger-Congo,,1.53195107,10.25966263,0,,,270000,2136.813452,0
mtg,Una,Trans-New-Guinea,Interior-New-Guinea,,,0,0.666176498,17,4000,2134.162592,0
bkq,Bakairí,Cariban,NE-South-America,1.451139569,9.74552536,0,,,950,2126.01884,0
dih,Kumiai,Cochimí-Yuman,Mesoamerica,,,0,0.620238066,14.5,330,2124.546842,0
muz,Mursi,Nilo-Saharan,Greater-Abyssinia,,,0.004579742,0.857142866,7,3280,2115.515269,0
cap,Chipaya,Chipaya-Uru,Andean,1.33860302,10.0996809,0,0.666666687,6,1200,2113.937362,0
cla,Ron,Afro-Asiatic,African-Savannah,,,0,0,2,115000,2112.363987,0
xsr,Sherpa,Sino-Tibetan,Indic,,,0.047480844,1,3,81500,2112.00384,0
mdx,Dizi,Afro-Asiatic,Greater-Abyssinia,,,0.057023644,0.641666651,4,21100,2109.10489,0
rao,Rao,Ramu-Lower-Sepik,N-Coast-New-Guinea,,,0,0.5,4,6000,2097.124543,0
sig,Paasaal,Niger-Congo,,1.447563052,7.389959335,0,,,36000,2097.019273,0
duc,Duna,Trans-New-Guinea,Interior-New-Guinea,,,0,0.5,6,11000,2086.09754,0
klq,Rumu,Trans-New-Guinea,Interior-New-Guinea,,,0,0.5,6,1000,2074.0806,0
tmu,Iau,Lakes-Plain,Interior-New-Guinea,,,0,0.5,1,600,2072.451835,0
bps,Sarangani Blaan,Austronesian,,1.538349628,7.979220867,0,,,90800,2060.912317,0
jbj,Arandai,Trans-New-Guinea,N-Coast-New-Guinea,,,0,1,1,1000,2057.479558,0
mpt,Mian,Trans-New-Guinea,,1.371423125,9.722575188,0,0.699999988,10,1400,2055.461616,0
dop,Lukpa,Niger-Congo,,1.595709324,8.370124817,0,,,63600,2054.485892,0
wob,Wè Northern,Niger-Congo,African-Savannah,1.706392407,8.43219471,0,,,156000,2054.408216,0
sgw,Sebat Bet Gurage,Afro-Asiatic,Greater-Abyssinia,2.541062355,11.33068085,0,0.833333313,5,2320000,2053.437275,0
pwn,Paiwan,Austronesian,Southeast-Asia,,,0,0.525517583,23,66100,2049.716694,0
itv,Itawit,Austronesian,Oceania,1.226777315,7.442115307,0,,,134000,2049.511121,0
kzf,Da'a Kaili,Austronesian,Oceania,1.351109862,8.813755035,0,,,35000,2042.253565,0
kqy,Koorete,Afro-Asiatic,,2.3317554,9.977149963,0.014871054,,,104000,2040.469162,0
myx,Masaba,Niger-Congo,,1.504935145,10.15093327,0,,,1120000,2028.565637,0
kjq,Western Keres,Keresan,Basin-and-Plains,,,0,0.526809514,25,3390,2018.245209,0
fqs,Fas,Fas,N-Coast-New-Guinea,,,0,0.600000024,5,2500,2017.13295,0
moe,Montagnais,Algic,E-North-America,,,0,0.625,4,8480,2013.002028,0
mfe,Morisyen,Creole,S-Africa,1.681109905,,0.149812728,,,800000,2012.56347,0
tpy,Trumaí,Language-isolate,NE-South-America,,,0,0.538149357,22,100,2011.364463,0
njm,Angami Naga,Sino-Tibetan,Southeast-Asia,1.630119085,9.084886551,,,,125000,2004.664831,1
bev,Daloa Bété,Niger-Congo,,,,0,0,1,130000,2004.354302,0
baa,Babatana,Austronesian,Oceania,,,0,0.111111112,9,7070,1998.587739,0
kne,Kankanaey,Austronesian,Oceania,1.544897079,8.196603775,0,,,150000,1997.580448,0
nsm,Sumi Naga,Sino-Tibetan,Southeast-Asia,,,0,0.796296299,9,242000,1992.878913,0
maz,Mazahua Central,Otomanguean,Mesoamerica,1.40111959,7.974927902,0,,,350000,1977.365153,0
lia,West-Central Limba,Niger-Congo,,1.421227813,8.151374817,,,,335000,1971.106265,1
efi,Efik,Niger-Congo,African-Savannah,1.55963397,8.728972435,0.831510961,0.666666687,3,400000,1967.5157,1
koe,Kacipo-Balesi,Nilo-Saharan,Greater-Abyssinia,,,0,1,1,14120,1966.384728,0
ign,Ignaciano,Maipurean,NE-South-America,1.411667824,9.476079941,0,0.666666687,6,4500,1962.512955,0
iqu,Iquito,Zaparoan,NE-South-America,,,0,0.546296299,9,35,1946.349955,0
chd,Highland Oaxaca Chontal,Tequistlatecan,Mesoamerica,1.440636277,10.05631828,0,0.25,1,3600,1933.110472,0
nrb,Nara,Nilo-Saharan,Greater-Abyssinia,,,0,0.607142866,7,81400,1931.151262,0
kvn,Border Kuna,Chibchan,Andean,1.320301294,10.03623199,0,1,1,1200,1921.705969,0
chr,Cherokee,Iroquoian,E-North-America,1.621569514,10.80328465,0,0.75,8,16400,1915.277245,0
duf,Dumbea,Austronesian,Oceania,,,0,0.5,2,950,1914.14664,0
kps,Tehit,West-Papuan,N-Coast-New-Guinea,,,0,0.5,1,10000,1912.326859,0
tlf,Telefol,Trans-New-Guinea,,1.228236794,8.688616753,0,0.416666657,3,5400,1911.899878,0
xrb,Eastern Karaboro,Niger-Congo,,1.527538657,7.287194252,0,,,35000,1908.554715,0
cas,Tsimané,Mosetenan,NE-South-America,1.459342003,8.597586632,0,0.747619033,7,5320,1901.868065,0
pbs,Central Pame,Otomanguean,Mesoamerica,,,0,0.600000024,5,4350,1901.307494,0
bcq,Bench,Afro-Asiatic,Greater-Abyssinia,,,0.06098219,0.75,9,174000,1890.861495,0
anv,Denya,Niger-Congo,,1.708810568,9.376907349,0,,,11200,1873.481402,0
sjg,Assangori,Nilo-Saharan,African-Savannah,,,0,1,4,23500,1872.765481,0
loy,Lowa,Sino-Tibetan,Indic,,,0,1,1,7500,1866.218873,0
alq,Algonquin,Algic,E-North-America,1.340957642,9.277162552,0,,,2430,1865.213173,0
mfq,Moba,Niger-Congo,,1.600259304,7.686752319,0,,,190800,1861.058309,0
bds,Burunge,Afro-Asiatic,S-Africa,,,0,0.740740716,9,13000,1860.021871,0
pia,Pima Bajo,Uto-Aztecan,Mesoamerica,,,0,0.722222209,9,1000,1849.251817,0
ncu,Chumburung,Niger-Congo,African-Savannah,1.269995213,7.754088402,0,,,69000,1846.551712,0
gng,Ngangam,Niger-Congo,,1.511721253,8.158475876,0,,,66000,1844.942122,0
bea,Beaver,Eyak-Athabaskan,E-North-America,1.693517923,9.599819183,0,,,300,1842.500838,0
zun,Zuni,Language-isolate,Basin-and-Plains,,,0,0.463020831,16,9650,1841.262293,0
vma,Martuyhunira,Australian,S-Australia,,,0,0.57184267,23,5,1833.97017,0
lep,Lepcha,Sino-Tibetan,Indic,,,0,0.315079361,21,52830,1828.215357,0
ank,Goemai,Afro-Asiatic,African-Savannah,,,0,0,8,200000,1822.209832,0
pac,Pacoh,Austro-Asiatic,Southeast-Asia,,,0,1,1,29200,1802.706206,0
aji,Ajië,Austronesian,Oceania,,,0,1,1,4040,1795.667823,0
mfi,Wandala,Afro-Asiatic,African-Savannah,1.390095711,8.179664612,0,0.666666687,6,43500,1791.676265,0
mzk,Nigeria Mambila,Niger-Congo,African-Savannah,1.470293999,7.669211864,0,,,99000,1774.542644,0
nbl,Ndebele,Niger-Congo,S-Africa,1.70995903,11.69063759,0.562249005,0.699999988,10,640000,1774.355943,1
lsi,Lashi,Sino-Tibetan,,1.458401918,8.51393795,0,,,31800,1758.392124,0
peh,Bonan,Altaic,Inner-Asia,,,0,0.800000012,5,6000,1755.399634,0
cbk,Chavacano,Creole,Oceania,1.385222793,7.632724285,0,1,1,293000,1752.301961,0
tkr,Tsakhur,North-Caucasian,Greater-Mesopotamia,,,0,1,2,22770,1747.504957,0
mhu,Digaro-Mishmi,Sino-Tibetan,Indic,,,0,0.834821403,8,9470,1745.415273,0
fla,Kalispel-Pend D'oreille,Salish,Basin-and-Plains,,,0,0.574999988,10,64,1742.129749,0
ojs,Severn Ojibwa,Algic,E-North-America,2.221152067,10.68663216,0,1,1,10500,1739.828877,0
atd,Ata Manobo,Austronesian,,1.374421,7.531848907,0,,,26700,1725.30201,0
rut,Rutul,North-Caucasian,Greater-Mesopotamia,,,0,0.875,8,29510,1723.525008,0
wlg,Kunbarlang,Australian,N-Australia,,,0,1,1,75,1723.491856,0
rbb,Rumai Palaung,Austro-Asiatic,,,,0,0.0625,4,139000,1715.719529,0
kjd,Southern Kiwai,Trans-New-Guinea,,,,0,0.75,6,9700,1715.287087,0
dua,Duala,Niger-Congo,African-Savannah,,,,0,1,87700,1712.423572,1
acr,Rabinal Achí,Mayan,,1.444325447,8.376621246,0,,,37300,1711.403724,0
adz,Adzera,Austronesian,,,,0,0.666666687,2,28900,1708.479457,0
kss,Southern Kisi,Niger-Congo,African-Savannah,1.318820596,8.707338333,0,0.45787546,13,200000,1703.134258,0
zos,Francisco León Zoque,Mixe-Zoquean,Mesoamerica,1.681941986,9.879713058,0,,,20000,1694.461415,0
chy,Cheyenne,Algic,Basin-and-Plains,,,0,0.583333313,3,1720,1684.184727,0
wms,Wambon,Trans-New-Guinea,Interior-New-Guinea,,,0,0.666666687,10,3000,1683.743075,0
arv,Arbore,Afro-Asiatic,Greater-Abyssinia,,,0.301356584,0.400000006,1,4440,1683.488776,0
gwd,Gawwada,Afro-Asiatic,Greater-Abyssinia,,,0.01957982,1,1,32700,1677.237982,0
des,Desano,Tucanoan,NE-South-America,1.459596515,9.463670731,0,0.722222209,9,3420,1676.464835,0
bsk,Burushaski,Language-isolate,Indic,,,0,0.783581376,24,87000,1675.924064,0
gaa,Ga,Niger-Congo,African-Savannah,1.632145882,8.486538887,0,0.5,6,600000,1675.615163,0
udu,Uduk,Nilo-Saharan,,1.227208734,7.469822884,0,,,20000,1675.141901,0
zai,Isthmus Zapotec,Otomanguean,Mesoamerica,1.560827732,8.469367981,0,0.400000006,10,85000,1674.351322,0
mbs,Sarangani Manobo,Austronesian,,1.232380271,,0,,,58000,1672.453153,0
iry,Iraya,Austronesian,,1.369593859,8.002432823,0,,,10000,1672.382187,0
kcg,Tyap,Niger-Congo,African-Savannah,,,0,0.333333343,3,130000,1661.980714,0
spy,Sabaot,Nilo-Saharan,,1.493879557,9.830163956,0,,,279000,1661.175373,0
zmt,Maringarr,Australian,N-Australia,,,0,1,1,35,1660.693303,0
tah,Tahitian,Austronesian,,,,,0.25,12,124260,1660.075073,1
czt,Zotung Chin,Sino-Tibetan,,1.500106692,8.679382324,0,,,40000,1649.234249,0
sei,Seri,Language-isolate,Mesoamerica,,,0,0.600000024,10,900,1648.189422,0
bss,Akoose,Niger-Congo,,1.716211677,9.744632721,0,,,100000,1643.188594,0
ane,Xârâcùù,Austronesian,Oceania,,,0,0.125,8,3780,1641.173665,0
arr,Karo,Tupian,NE-South-America,,,0,0.333333343,9,170,1634.268373,0
dis,Dimasa,Sino-Tibetan,Indic,,,0,0.833333313,6,106000,1632.13556,0
kuy,Kuuku-Ya'u,Australian,N-Australia,,,0,0.5,2,21,1627.640245,0
xsl,South Slavey,Eyak-Athabaskan,E-North-America,,,0,0.513571441,25,2890,1620.111691,0
nfr,Nafaanra,Niger-Congo,African-Savannah,1.52356565,7.379584789,0,,,61000,1620.056759,0
byx,Qaqet,East-New-Britain,N-Coast-New-Guinea,1.259543538,7.569926262,0,0.75,3,6350,1617.282129,0
boz,Tiéyaxo Bozo,Niger-Congo,African-Savannah,,,0,0.666666687,1,118000,1613.674019,0
dai,Day,Niger-Congo,African-Savannah,,,0,0,3,49900,1608.541892,0
ote,Mezquital Otomi,Otomanguean,Mesoamerica,1.455215693,8.306820869,0,0.400892854,16,100000,1607.674585,0
xac,Kachari,Sino-Tibetan,Indic,,,0,1,5,59000,1606.405597,0
aau,Abau,Sepik,N-Coast-New-Guinea,1.379114032,8.367714882,0,,,7270,1603.672376,0
